asic_0_2_127.FWHM: 113.645
asic_0_3_0.FWHM: 91.6259
asic_0_3_1.FWHM: 84.8356
asic_0_3_2.FWHM: 85.9093
asic_0_3_3.FWHM: 80.2042
asic_0_3_4.FWHM: 86.2356
asic_0_3_5.FWHM: 76.5224
asic_0_3_6.FWHM: 84.6196
asic_0_3_7.FWHM: 81.8377
asic_0_3_8.FWHM: 83.9102
asic_0_3_9.FWHM: 75.582
asic_0_3_10.FWHM: 78.3761
asic_0_3_11.FWHM: 80.5354
asic_0_3_12.FWHM: 83.9371
asic_0_3_13.FWHM: 79.3623
asic_0_3_14.FWHM: 82.3194
asic_0_3_15.FWHM: 85.7708
asic_0_3_16.FWHM: 77.2167
asic_0_3_17.FWHM: 82.6005
asic_0_3_18.FWHM: 81.333
asic_0_3_19.FWHM: 88.4534
asic_0_3_20.FWHM: 85.8042
asic_0_3_21.FWHM: 84.5323
asic_0_3_22.FWHM: 81.9149
asic_0_3_23.FWHM: 84.4556
asic_0_3_24.FWHM: 86.5827
asic_0_3_25.FWHM: 81.5803
asic_0_3_26.FWHM: 85.7202
asic_0_3_27.FWHM: 90.666
asic_0_3_28.FWHM: 80.9724
asic_0_3_29.FWHM: 89.6978
asic_0_3_30.FWHM: 85.2543
asic_0_3_31.FWHM: 74.2712
asic_0_3_32.FWHM: 84.2528
asic_0_3_33.FWHM: 84.9334
asic_0_3_34.FWHM: 80.8499
asic_0_3_35.FWHM: 82.3717
asic_0_3_36.FWHM: 84.795
asic_0_3_37.FWHM: 89.4759
asic_0_3_38.FWHM: 80.7353
asic_0_3_39.FWHM: 87.1889
asic_0_3_40.FWHM: 81.3082
asic_0_3_41.FWHM: 83.2413
asic_0_3_42.FWHM: 78.3971
asic_0_3_43.FWHM: 78.3455
asic_0_3_44.FWHM: 88.8942
asic_0_3_45.FWHM: 86.6209
asic_0_3_46.FWHM: 81.9159
asic_0_3_47.FWHM: 74.9843
asic_0_3_48.FWHM: 81.4043
asic_0_3_49.FWHM: 81.0025
asic_0_3_50.FWHM: 83.1748
asic_0_3_51.FWHM: 83.5194
asic_0_3_52.FWHM: 81.4015
asic_0_3_53.FWHM: 80.1264
asic_0_3_54.FWHM: 84.5546
asic_0_3_55.FWHM: 84.3118
asic_0_3_56.FWHM: 84.5338
asic_0_3_57.FWHM: 86.8568
asic_0_3_58.FWHM: 86.4861
asic_0_3_59.FWHM: 76.0126
asic_0_3_60.FWHM: 82.9344
asic_0_3_61.FWHM: 83.6401
asic_0_3_62.FWHM: 80.0958
asic_0_3_63.FWHM: 75.8229
asic_0_3_64.FWHM: 85.4469
asic_0_3_65.FWHM: 83.7555
asic_0_3_66.FWHM: 84.9868
asic_0_3_67.FWHM: 79.4427
asic_0_3_68.FWHM: 84.4458
asic_0_3_69.FWHM: 80.162
asic_0_3_70.FWHM: 78.5376
asic_0_3_71.FWHM: 86.4255
asic_0_3_72.FWHM: 85.8285
asic_0_3_73.FWHM: 76.7227
asic_0_3_74.FWHM: 82.1582
asic_0_3_75.FWHM: 78.3077
asic_0_3_76.FWHM: 76.6899
asic_0_3_77.FWHM: 80.8625
asic_0_3_78.FWHM: 76.8758
asic_0_3_79.FWHM: 87.1727
asic_0_3_80.FWHM: 84.634
asic_0_3_81.FWHM: 78.8655
asic_0_3_82.FWHM: 83.1151
asic_0_3_83.FWHM: 78.2229
asic_0_3_84.FWHM: 85.386
asic_0_3_85.FWHM: 79.4266
asic_0_3_86.FWHM: 80.2548
asic_0_3_87.FWHM: 81.4149
asic_0_3_88.FWHM: -67305.8
asic_0_3_90.FWHM: 85.7327
asic_0_3_91.FWHM: 80.9302
asic_0_3_92.FWHM: 84.744
asic_0_3_93.FWHM: 76.5973
asic_0_3_94.FWHM: 79.0655
asic_0_3_95.FWHM: 85.1289
asic_0_3_96.FWHM: 83.8103
asic_0_3_97.FWHM: 77.6846
asic_0_3_98.FWHM: 87.6616
asic_0_3_99.FWHM: 86.2977
asic_0_3_100.FWHM: 79.2293
asic_0_3_101.FWHM: 85.7283
asic_0_3_102.FWHM: 78.7725
asic_0_3_103.FWHM: 84.9034
asic_0_3_104.FWHM: 86.392
asic_0_3_105.FWHM: 83.7346
asic_0_3_106.FWHM: 85.5816
asic_0_3_107.FWHM: 79.6113
asic_0_3_108.FWHM: 82.7205
asic_0_3_109.FWHM: 89.1909
asic_0_3_110.FWHM: 86.7867
asic_0_3_111.FWHM: 86.9648
asic_0_3_112.FWHM: 87.3791
asic_0_3_113.FWHM: 81.996
asic_0_3_114.FWHM: 89.1592
asic_0_3_115.FWHM: 86.0345
asic_0_3_116.FWHM: 87.6328
asic_0_3_117.FWHM: 78.4903
asic_0_3_118.FWHM: 85.1444
asic_0_3_119.FWHM: 87.5154
asic_0_3_120.FWHM: 84.1126
asic_0_3_121.FWHM: 86.7462
asic_0_3_122.FWHM: 80.8545
asic_0_3_123.FWHM: 84.4274
asic_0_3_124.FWHM: 89.7644
asic_0_3_125.FWHM: 88.4324
asic_0_3_126.FWHM: 90.9672
asic_0_3_127.FWHM: -63411.2
asic_0_4_11.FWHM: 650.156
asic_0_4_12.FWHM: 199.709
asic_0_4_13.FWHM: 157.01
asic_0_4_14.FWHM: 147.671
asic_0_4_15.FWHM: 421.204
asic_0_4_16.FWHM: 154.906
asic_0_4_18.FWHM: 151.319
asic_0_4_19.FWHM: 153.615
asic_0_4_28.FWHM: 169.54
asic_0_4_29.FWHM: 159.664
asic_0_4_30.FWHM: 161.285
asic_0_4_31.FWHM: 161.132
asic_0_4_32.FWHM: 150.486
asic_0_4_33.FWHM: 162.767
asic_0_4_34.FWHM: 162.568
asic_0_4_35.FWHM: 164.737
asic_0_4_36.FWHM: 163.651
asic_0_4_37.FWHM: 163.546
asic_0_4_38.FWHM: 183.254
